year,sex,age,population
1998,Female,18,33813
1999,Female,18,33122
2000,Female,18,32856
2001,Female,18,31948
2002,Female,18,30797
2003,Female,18,29898
2004,Female,18,29408
2005,Female,18,29184
2006,Female,18,28773
2007,Female,18,28301
2008,Female,18,29621
2009,Female,18,30040
2010,Female,18,29285
2011,Female,18,27372
2012,Female,18,26847
2013,Female,18,27059
2014,Female,18,27439
2015,Female,18,28687
2016,Female,18,29677
2017,Female,18,29833
2018,Female,18,30620
1926,Male,19,28263
1936,Male,19,26624
1946,Male,19,24391
1951,Male,19,23117
1961,Male,19,18689
1966,Male,19,23777
1971,Male,19,24631
1979,Male,19,29869
1981,Male,19,30863
1986,Male,19,32022
1991,Male,19,32361
1996,Male,19,31674
1997,Male,19,32507
1998,Male,19,32579
1999,Male,19,34602
2000,Male,19,34089
2001,Male,19,33412
2002,Male,19,32762
2003,Male,19,31333
2004,Male,19,31630
2005,Male,19,31116
2006,Male,19,31001
2007,Male,19,30111
2008,Male,19,29429
2009,Male,19,29711
2010,Male,19,30154
2011,Male,19,28640
2012,Male,19,28919
2013,Male,19,28246
2014,Male,19,28168
2015,Male,19,28542
2016,Male,19,29270
2017,Male,19,31398
2018,Male,19,32054
1926,Female,19,25510
1936,Female,19,23770
1946,Female,19,23821
1951,Female,19,20231
1961,Female,19,17179
1966,Female,19,22097
1971,Female,19,23401
1979,Female,19,28601
1981,Female,19,29399
1986,Female,19,30099
1991,Female,19,30859
1996,Female,19,30229
1997,Female,19,30736
1998,Female,19,32322
1999,Female,19,32883
2000,Female,19,32493
2001,Female,19,32133
2002,Female,19,31814
2003,Female,19,30218
2004,Female,19,29898
2005,Female,19,29236
2006,Female,19,29780
2007,Female,19,29995
2008,Female,19,30311
2009,Female,19,30530
2010,Female,19,30066
2011,Female,19,28313
2012,Female,19,27537
2013,Female,19,27039
2014,Female,19,27245
2015,Female,19,27243
2016,Female,19,27997
2017,Female,19,29946
2018,Female,19,30452
1926,Male,20,28127
1936,Male,20,26562
1946,Male,20,24100
1951,Male,20,23320
1961,Male,20,17472
1966,Male,20,22505
1971,Male,20,24123
1979,Male,20,29098
1981,Male,20,30957
1986,Male,20,31167
1991,Male,20,31073
1996,Male,20,31424
1997,Male,20,31100
1998,Male,20,31670
1999,Male,20,31580
2000,Male,20,34384
2001,Male,20,33761
2002,Male,20,33493
2003,Male,20,32169
2004,Male,20,31349
2005,Male,20,32231
2006,Male,20,32441
2007,Male,20,33408
2008,Male,20,32022
2009,Male,20,30291
2010,Male,20,29940
2011,Male,20,30279
2012,Male,20,27794
2013,Male,20,28513
2014,Male,20,27894
2015,Male,20,28385
2016,Male,20,28488
2017,Male,20,29463
2018,Male,20,31955
1926,Female,20,25888
1936,Female,20,23650
1946,Female,20,23217
1951,Female,20,20351
1961,Female,20,16534
1966,Female,20,21219
1971,Female,20,22751
1979,Female,20,27505
1981,Female,20,29497
1986,Female,20,30066
1991,Female,20,29121
1996,Female,20,29849
1997,Female,20,30318
1998,Female,20,30674
1999,Female,20,32672
2000,Female,20,33521
2001,Female,20,33836
2002,Female,20,32862
2003,Female,20,32034
2004,Female,20,31475
2005,Female,20,31870
2006,Female,20,32021
2007,Female,20,32060
2008,Female,20,32682
2009,Female,20,31673
2010,Female,20,30458
2011,Female,20,29183
2012,Female,20,27786
2013,Female,20,27122
2014,Female,20,26818
2015,Female,20,26999
2016,Female,20,27417
2017,Female,20,28153
2018,Female,20,30550
1926,Male,21,25780
1936,Male,21,27809
1946,Male,21,24365
1951,Male,21,21730
1961,Male,21,17153
1966,Male,21,20241
1971,Male,21,22604
1979,Male,21,27959
1981,Male,21,29127
1986,Male,21,30488
1991,Male,21,29230
1996,Male,21,30767
1997,Male,21,31303
1998,Male,21,30658
1999,Male,21,31682
2000,Male,21,31800
2001,Male,21,35123
2002,Male,21,34294
2003,Male,21,33623
2004,Male,21,32162
2005,Male,21,31524
2006,Male,21,33463
2007,Male,21,36321
2008,Male,21,35582
2009,Male,21,32101
2010,Male,21,29765
2011,Male,21,29073
2012,Male,21,28907
2013,Male,21,27147
2014,Male,21,27913
2015,Male,21,27637
2016,Male,21,27635
2017,Male,21,28516
2018,Male,21,29999
1926,Female,21,22491
1936,Female,21,24624
1946,Female,21,22891
1951,Female,21,19471
1961,Female,21,16166
1966,Female,21,19249
1971,Female,21,21700
1979,Female,21,26862
1981,Female,21,28086
1986,Female,21,29693
1991,Female,21,27307
1996,Female,21,29452
1997,Female,21,29920
1998,Female,21,29727
1999,Female,21,30032
2000,Female,21,32595
2001,Female,21,32934
2002,Female,21,33571
2003,Female,21,33740
2004,Female,21,32790
2005,Female,21,31894
2006,Female,21,32537
2007,Female,21,35458
2008,Female,21,34885
2009,Female,21,33990
2010,Female,21,31066
2011,Female,21,28878
2012,Female,21,28309
2013,Female,21,27184
2014,Female,21,26753
2015,Female,21,26276
2016,Female,21,26827
2017,Female,21,27495
2018,Female,21,28709
1926,Male,22,25224
1936,Male,22,27700
1946,Male,22,23577
1951,Male,22,20736
1961,Male,22,15910
1966,Male,22,18614
1971,Male,22,21959
1979,Male,22,27011
1981,Male,22,27437
1986,Male,22,28706
1991,Male,22,26687
1996,Male,22,29618
1997,Male,22,30518
1998,Male,22,30181
1999,Male,22,29724
2000,Male,22,30503
2001,Male,22,30460
2002,Male,22,34152
2003,Male,22,34688
2004,Male,22,34405
2005,Male,22,34270
2006,Male,22,34836
2007,Male,22,37870
2008,Male,22,38704
2009,Male,22,35240
2010,Male,22,31390
2011,Male,22,28830
2012,Male,22,28121
2013,Male,22,28539
2014,Male,22,27043
2015,Male,22,27972
2016,Male,22,27423
2017,Male,22,27660
2018,Male,22,29087
1926,Female,22,23146
1936,Female,22,24954
1946,Female,22,22439
1951,Female,22,18989
1961,Female,22,15310
1966,Female,22,17774
1971,Female,22,20960
1979,Female,22,26039
1981,Female,22,26395
1986,Female,22,28328
1991,Female,22,25310
1996,Female,22,28783
1997,Female,22,29200
1998,Female,22,29599
1999,Female,22,28787
2000,Female,22,29608
2001,Female,22,32244
2002,Female,22,33262
2003,Female,22,34687
2004,Female,22,34373
2005,Female,22,34426
2006,Female,22,34170
2007,Female,22,36952
2008,Female,22,38249
2009,Female,22,36057
2010,Female,22,32863
2011,Female,22,29127
2012,Female,22,28325
2013,Female,22,27971
2014,Female,22,27312
2015,Female,22,26642
2016,Female,22,26753
2017,Female,22,26924
2018,Female,22,28007
1926,Male,23,22905
1936,Male,23,26273
1946,Male,23,23621
1951,Male,23,19920
1961,Male,23,15020
1966,Male,23,17597
1971,Male,23,21048
1979,Male,23,25558
1981,Male,23,26706
1986,Male,23,27381
1991,Male,23,24971
1996,Male,23,29296
1997,Male,23,29345
1998,Male,23,30350
1999,Male,23,30454
2000,Male,23,30376
2001,Male,23,31148
2002,Male,23,32019
2003,Male,23,33849
2004,Male,23,35155
2005,Male,23,34480
2006,Male,23,36953
2007,Male,23,39094
2008,Male,23,39958
2009,Male,23,37719
2010,Male,23,33884
2011,Male,23,29631
2012,Male,23,27882
2013,Male,23,27950
2014,Male,23,28530
2015,Male,23,27109
2016,Male,23,27508
2017,Male,23,27366
2018,Male,23,28277
1926,Female,23,21691
1936,Female,23,23253
1946,Female,23,23181
1951,Female,23,18861
1961,Female,23,14619
1966,Female,23,17301
1971,Female,23,20420
1979,Female,23,24705
1981,Female,23,25977
1986,Female,23,27612
1991,Female,23,24339
1996,Female,23,28467
1997,Female,23,28170
1998,Female,23,28759
1999,Female,23,29494
2000,Female,23,28034
2001,Female,23,28787
2002,Female,23,32167
2003,Female,23,33684
2004,Female,23,35166
2005,Female,23,34791
2006,Female,23,35984
2007,Female,23,39003
2008,Female,23,39760
2009,Female,23,39050
2010,Female,23,34646
2011,Female,23,30656
2012,Female,23,28796
2013,Female,23,27980
2014,Female,23,28126
2015,Female,23,27402
2016,Female,23,26612
2017,Female,23,26749
2018,Female,23,27405
1926,Male,24,22482
1936,Male,24,26336
1946,Male,24,22397
1951,Male,24,19674
1961,Male,24,14865
1966,Male,24,15769
1971,Male,24,20227
1979,Male,24,26182
1981,Male,24,26219
1986,Male,24,26370
1991,Male,24,24518
1996,Male,24,28038
1997,Male,24,29005
1998,Male,24,29481
1999,Male,24,30185
2000,Male,24,30338
2001,Male,24,30008
2002,Male,24,31334
2003,Male,24,32676
2004,Male,24,35134
2005,Male,24,37476
2006,Male,24,37842
2007,Male,24,40940
2008,Male,24,40281
2009,Male,24,38177
2010,Male,24,35094
2011,Male,24,30813
2012,Male,24,28806
2013,Male,24,27910
2014,Male,24,28011
2015,Male,24,28780
2016,Male,24,27330
2017,Male,24,27375
2018,Male,24,27987
1926,Female,24,22497
1936,Female,24,23352
1946,Female,24,21502
1951,Female,24,19120
1961,Female,24,14958
1966,Female,24,15020
1971,Female,24,19459
1979,Female,24,25352
1981,Female,24,25726
1986,Female,24,26613
1991,Female,24,24016
1996,Female,24,27660
1997,Female,24,28271
1998,Female,24,27978
1999,Female,24,29332
2000,Female,24,30701
2001,Female,24,29281
2002,Female,24,31180
2003,Female,24,32829
2004,Female,24,34086
2005,Female,24,36519
2006,Female,24,37288
2007,Female,24,40594
2008,Female,24,41510
2009,Female,24,40088
2010,Female,24,37215
2011,Female,24,32101
2012,Female,24,30342
2013,Female,24,28577
2014,Female,24,28243
2015,Female,24,28275
2016,Female,24,27472
2017,Female,24,26550
2018,Female,24,27284
1926,Male,25,23344
1936,Male,25,24775
1946,Male,25,22221
1951,Male,25,19670
1961,Male,25,14643
1966,Male,25,15315
1971,Male,25,19640
1979,Male,25,25033
1981,Male,25,25289
1986,Male,25,27086
1991,Male,25,23902
1996,Male,25,27370
1997,Male,25,28436
1998,Male,25,29414
1999,Male,25,29382
2000,Male,25,30848
2001,Male,25,31367
2002,Male,25,30804
2003,Male,25,31791
2004,Male,25,33379
2005,Male,25,36735
2006,Male,25,39941
2007,Male,25,40601
2008,Male,25,40807
2009,Male,25,37838
2010,Male,25,34983
2011,Male,25,31826
2012,Male,25,30160
2013,Male,25,28655
2014,Male,25,27811
2015,Male,25,28057
2016,Male,25,28898
2017,Male,25,27523
2018,Male,25,27928
1926,Female,25,23101
1936,Female,25,22097
1946,Female,25,21945
1951,Female,25,19507
1961,Female,25,14667
1966,Female,25,14885
1971,Female,25,18953
1979,Female,25,24062
1981,Female,25,24782
1986,Female,25,27045
1991,Female,25,24403
1996,Female,25,26956
1997,Female,25,28040
1998,Female,25,28127
1999,Female,25,27936
2000,Female,25,29138
2001,Female,25,31539
2002,Female,25,30774
2003,Female,25,32126
2004,Female,25,33122
2005,Female,25,35462
2006,Female,25,38692
2007,Female,25,40425
2008,Female,25,41488
2009,Female,25,39976
2010,Female,25,37153
2011,Female,25,34012
2012,Female,25,31992
2013,Female,25,30181
2014,Female,25,28723
2015,Female,25,28443
2016,Female,25,28370
2017,Female,25,27758
2018,Female,25,27108
1926,Male,26,22809
1936,Male,26,24246
1946,Male,26,21683
1951,Male,26,20029
1961,Male,26,14546
1966,Male,26,15529
1971,Male,26,18148
1979,Male,26,25394
1981,Male,26,25449
1986,Male,26,26007
1991,Male,26,24068
1996,Male,26,26355
1997,Male,26,27052
1998,Male,26,27631
1999,Male,26,28676
2000,Male,26,28266
2001,Male,26,29944
2002,Male,26,30775
2003,Male,26,32027
2004,Male,26,32210
2005,Male,26,35330
2006,Male,26,40002
2007,Male,26,42312
2008,Male,26,40457
2009,Male,26,39102
2010,Male,26,35647
2011,Male,26,33274
2012,Male,26,31164
2013,Male,26,29922
2014,Male,26,27555
2015,Male,26,27378
2016,Male,26,27753
2017,Male,26,29272
2018,Male,26,28034
1926,Female,26,23298
1936,Female,26,21573
1946,Female,26,21411
1951,Female,26,19823
1961,Female,26,14402
1966,Female,26,15320
1971,Female,26,17727
1979,Female,26,24933
1981,Female,26,25135
1986,Female,26,26024
1991,Female,26,25148
1996,Female,26,26258
1997,Female,26,27175
1998,Female,26,27385
1999,Female,26,27826
2000,Female,26,27499
2001,Female,26,27925
2002,Female,26,30845
2003,Female,26,32054
2004,Female,26,33305
2005,Female,26,35548
2006,Female,26,38609
2007,Female,26,40943
2008,Female,26,40871
2009,Female,26,40022
2010,Female,26,37884
2011,Female,26,35343
2012,Female,26,33928
2013,Female,26,31420
2014,Female,26,29846
2015,Female,26,28841
2016,Female,26,28480
2017,Female,26,28780
2018,Female,26,28282
1926,Male,27,20326
1936,Male,27,22151
1946,Male,27,20458
1951,Male,27,19684
1961,Male,27,14083
1966,Male,27,14856
1971,Male,27,17354
1979,Male,27,23551
1981,Male,27,24833
1986,Male,27,25232
1991,Male,27,24208
1996,Male,27,25412
1997,Male,27,26019
1998,Male,27,27208
1999,Male,27,27696
2000,Male,27,28854
2001,Male,27,28804
2002,Male,27,31225
2003,Male,27,31238
2004,Male,27,31916
2005,Male,27,33461
2006,Male,27,37745
2007,Male,27,42049
2008,Male,27,42062
2009,Male,27,39120
2010,Male,27,37294
2011,Male,27,34573
2012,Male,27,32549
2013,Male,27,30871
2014,Male,27,30113
2015,Male,27,28915
2016,Male,27,30254
2017,Male,27,28119
2018,Male,27,29780
1926,Female,27,20724
1936,Female,27,19885
1946,Female,27,20721
1951,Female,27,19438
1961,Female,27,14160
1966,Female,27,15005
1971,Female,27,16760
1979,Female,27,22787
1981,Female,27,23967
1986,Female,27,25392
1991,Female,27,25450
1996,Female,27,25228
1997,Female,27,26370
1998,Female,27,27576
1999,Female,27,28482
2000,Female,27,29144
2001,Female,27,30001
2002,Female,27,31433
2003,Female,27,31561
2004,Female,27,33106
2005,Female,27,34211
2006,Female,27,37291
2007,Female,27,40250
2008,Female,27,41316
2009,Female,27,40023
2010,Female,27,39100
2011,Female,27,37554
2012,Female,27,35315
2013,Female,27,34007
2014,Female,27,32223
2015,Female,27,31862
2016,Female,27,31279
2017,Female,27,28855
2018,Female,27,29276
1926,Male,28,22166
1936,Male,28,22260
1946,Male,28,18509
1951,Male,28,20013
1961,Male,28,14703
1966,Male,28,14258
1971,Male,28,16747
1979,Male,28,23824
1981,Male,28,25003
1986,Male,28,25126
1991,Male,28,24210
1996,Male,28,24825
1997,Male,28,25575
1998,Male,28,26138
1999,Male,28,27893
2000,Male,28,28805
2001,Male,28,30410
2002,Male,28,31067
2003,Male,28,31974
2004,Male,28,32252
2005,Male,28,34538
2006,Male,28,36459
2007,Male,28,39497
2008,Male,28,41801
2009,Male,28,40883
2010,Male,28,37720
2011,Male,28,36958
2012,Male,28,33749
2013,Male,28,32073
2014,Male,28,30356
2015,Male,28,29217
2016,Male,28,28367
2017,Male,28,30576
2018,Male,28,28534
1926,Female,28,23029
1936,Female,28,21330
1946,Female,28,18619
1951,Female,28,20115
1961,Female,28,15354
1966,Female,28,13983
1971,Female,28,16836
1979,Female,28,22886
1981,Female,28,24710
1986,Female,28,25314
1991,Female,28,25378
1996,Female,28,25463
1997,Female,28,25417
1998,Female,28,26608
1999,Female,28,27669
2000,Female,28,29048
2001,Female,28,30255
2002,Female,28,31532
2003,Female,28,31272
2004,Female,28,31659
2005,Female,28,33878
2006,Female,28,35620
2007,Female,28,38700
2008,Female,28,40752
2009,Female,28,41190
2010,Female,28,40106
2011,Female,28,40007
2012,Female,28,37232
2013,Female,28,34771
2014,Female,28,33545
2015,Female,28,31950
2016,Female,28,30813
2017,Female,28,31571
2018,Female,28,29326
1926,Male,29,18001
1936,Male,29,19893
1946,Male,29,21268
1951,Male,29,20199
1961,Male,29,14314
1966,Male,29,15050
1971,Male,29,15847
1979,Male,29,23787
1981,Male,29,23804
1986,Male,29,25635
1991,Male,29,24272
1996,Male,29,25401
1997,Male,29,24872
1998,Male,29,26234
1999,Male,29,26817
2000,Male,29,29258
2001,Male,29,30656
2002,Male,29,32229
2003,Male,29,31555
2004,Male,29,33188
2005,Male,29,34077
2006,Male,29,36010
2007,Male,29,38096
2008,Male,29,39576
2009,Male,29,41500
2010,Male,29,40439
2011,Male,29,38482
2012,Male,29,35785
2013,Male,29,33201
2014,Male,29,31332
2015,Male,29,30121
2016,Male,29,29904
2017,Male,29,28767
2018,Male,29,30951
1926,Female,29,18603
1936,Female,29,18575
1946,Female,29,21353
1951,Female,29,19943
1961,Female,29,14505
1966,Female,29,15116
1971,Female,29,14981
1979,Female,29,23169
1981,Female,29,23081
1986,Female,29,25578
1991,Female,29,25282
1996,Female,29,25777
1997,Female,29,25458
1998,Female,29,26098
1999,Female,29,27354
2000,Female,29,28507
2001,Female,29,29930
2002,Female,29,32009
2003,Female,29,31801
2004,Female,29,31298
2005,Female,29,31963
2006,Female,29,34823
2007,Female,29,36916
2008,Female,29,39144
2009,Female,29,40901
2010,Female,29,41319
2011,Female,29,40848
2012,Female,29,39603
2013,Female,29,36739
2014,Female,29,34378
2015,Female,29,33904
2016,Female,29,32561
2017,Female,29,31222
2018,Female,29,31883
1926,Male,30,26271
1936,Male,30,22324
1946,Male,30,20501
1951,Male,30,20230
1961,Male,30,15273
1966,Male,30,14793
1971,Male,30,15789
1979,Male,30,23760
1981,Male,30,24388
1986,Male,30,24643
1991,Male,30,25274
1996,Male,30,25253
1997,Male,30,25307
1998,Male,30,25197
1999,Male,30,26665
2000,Male,30,27197
2001,Male,30,29871
2002,Male,30,31622
2003,Male,30,32911
2004,Male,30,32138
2005,Male,30,34749
2006,Male,30,35645
2007,Male,30,37389
2008,Male,30,38032
2009,Male,30,39259
2010,Male,30,40698
2011,Male,30,40684
2012,Male,30,37827
2013,Male,30,35777
2014,Male,30,33481
2015,Male,30,32339
2016,Male,30,32573
2017,Male,30,30191
2018,Male,30,29177
1926,Female,30,27357
1936,Female,30,22044
1946,Female,30,19948
1951,Female,30,20032
1961,Female,30,15221
1966,Female,30,14610
1971,Female,30,14873
1979,Female,30,22921
1981,Female,30,23336
1986,Female,30,24629
1991,Female,30,26139
1996,Female,30,26276
1997,Female,30,25975
1998,Female,30,25825
1999,Female,30,27106
2000,Female,30,28137
2001,Female,30,29628
2002,Female,30,31766
2003,Female,30,32909
2004,Female,30,32357
2005,Female,30,32583
2006,Female,30,34500
2007,Female,30,35976
2008,Female,30,37472
2009,Female,30,39332
2010,Female,30,40970
2011,Female,30,41934
2012,Female,30,40594
2013,Female,30,39200
2014,Female,30,36566
2015,Female,30,34630
2016,Female,30,35345
2017,Female,30,32929
2018,Female,30,31587
1926,Male,31,14666
1936,Male,31,16598
1946,Male,31,21168
1951,Male,31,19761
1961,Male,31,14810
1966,Male,31,14510
1971,Male,31,15908
1979,Male,31,23479
1981,Male,31,23540
1986,Male,31,24967
1991,Male,31,24580
1996,Male,31,25652
1997,Male,31,25698
1998,Male,31,25849
1999,Male,31,25642
2000,Male,31,27567
2001,Male,31,28707
2002,Male,31,31169
2003,Male,31,31961
2004,Male,31,32795
2005,Male,31,32631
2006,Male,31,35564
2007,Male,31,37099
2008,Male,31,37237
2009,Male,31,37471
2010,Male,31,38300
2011,Male,31,40636
2012,Male,31,40156
2013,Male,31,37494
2014,Male,31,35262
2015,Male,31,32998
2016,Male,31,32669
2017,Male,31,32839
2018,Male,31,30607
1926,Female,31,13388
1936,Female,31,14758
1946,Female,31,21061
1951,Female,31,19514
1961,Female,31,15267
1966,Female,31,14207
1971,Female,31,15398
1979,Female,31,22452
1981,Female,31,22965
1986,Female,31,24764
1991,Female,31,25411
1996,Female,31,26947
1997,Female,31,26766
1998,Female,31,26611
1999,Female,31,26773
2000,Female,31,28110
2001,Female,31,29516
2002,Female,31,31228
2003,Female,31,32627
2004,Female,31,33792
2005,Female,31,33656
2006,Female,31,34459
2007,Female,31,35353
2008,Female,31,36591
2009,Female,31,37420
2010,Female,31,39132
2011,Female,31,41108
2012,Female,31,41615
2013,Female,31,40291
2014,Female,31,39181
2015,Female,31,36867
2016,Female,31,35337
2017,Female,31,35645
2018,Female,31,33356
1926,Male,32,18615
1936,Male,32,19535
1946,Male,32,20101
1951,Male,32,18921
1961,Male,32,14823
1966,Male,32,14473
1971,Male,32,15172
1979,Male,32,22676
1981,Male,32,23853
1986,Male,32,24243
1991,Male,32,24380
1996,Male,32,25788
1997,Male,32,26190
1998,Male,32,26833
1999,Male,32,26906
2000,Male,32,27128
2001,Male,32,29023
2002,Male,32,30653
2003,Male,32,31605
2004,Male,32,32905
2005,Male,32,34824
2006,Male,32,35150
2007,Male,32,37135
2008,Male,32,37166
2009,Male,32,36871
2010,Male,32,36964
2011,Male,32,38599
2012,Male,32,40080
2013,Male,32,39843
2014,Male,32,37353
2015,Male,32,35346
2016,Male,32,34141
2017,Male,32,32949
2018,Male,32,33152
1926,Female,32,18412
1936,Female,32,18596
1946,Female,32,19999
1951,Female,32,18905
1961,Female,32,15312
1966,Female,32,14181
1971,Female,32,14880
1979,Female,32,21198
1981,Female,32,23123
1986,Female,32,23784
1991,Female,32,24665
1996,Female,32,26919
1997,Female,32,27676
1998,Female,32,27735
1999,Female,32,27258
2000,Female,32,27648
2001,Female,32,29436
2002,Female,32,30630
2003,Female,32,31689
2004,Female,32,32977
2005,Female,32,34512
2006,Female,32,34345
2007,Female,32,35157
2008,Female,32,36350
2009,Female,32,36893
2010,Female,32,37774
2011,Female,32,39986
2012,Female,32,40857
2013,Female,32,41307
2014,Female,32,40154
2015,Female,32,39265
2016,Female,32,37357
2017,Female,32,35599
2018,Female,32,35962
1926,Male,33,15937
1936,Male,33,17471
1946,Male,33,21068
1951,Male,33,17539
1961,Male,33,14997
1966,Male,33,15621
1971,Male,33,14758
1979,Male,33,22095
1981,Male,33,23675
1986,Male,33,24970
1991,Male,33,24352
1996,Male,33,25788
1997,Male,33,26390
1998,Male,33,26623
1999,Male,33,27221
2000,Male,33,27498
2001,Male,33,27886
2002,Male,33,29762
2003,Male,33,31239
2004,Male,33,31739
2005,Male,33,33111
2006,Male,33,35486
2007,Male,33,36419
2008,Male,33,37498
2009,Male,33,37046
2010,Male,33,36799
2011,Male,33,37595
2012,Male,33,38082
2013,Male,33,39744
2014,Male,33,39530
2015,Male,33,37238
2016,Male,33,35835
2017,Male,33,34402
2018,Male,33,33404
1926,Female,33,15219
1936,Female,33,16236
1946,Female,33,20302
1951,Female,33,17038
1961,Female,33,15433
1966,Female,33,15595
1971,Female,33,14319
1979,Female,33,21075
1981,Female,33,22735
1986,Female,33,24619
1991,Female,33,24920
1996,Female,33,26819
1997,Female,33,27261
1998,Female,33,28083
1999,Female,33,27644
2000,Female,33,27064
2001,Female,33,27452
2002,Female,33,29261
2003,Female,33,31145
2004,Female,33,32374
2005,Female,33,33417
2006,Female,33,34480
2007,Female,33,35002
2008,Female,33,36204
2009,Female,33,36501
2010,Female,33,37014
2011,Female,33,38229
2012,Female,33,39660
2013,Female,33,40509
2014,Female,33,41161
2015,Female,33,40137
2016,Female,33,39531
2017,Female,33,37576
2018,Female,33,35971
1926,Male,34,17013
1936,Male,34,18150
1946,Male,34,20978
1951,Male,34,19990
1961,Male,34,15338
1966,Male,34,14397
1971,Male,34,15196
1979,Male,34,20739
1981,Male,34,22831
1986,Male,34,23375
1991,Male,34,24582
1996,Male,34,25254
1997,Male,34,26348
1998,Male,34,27331
1999,Male,34,27474
2000,Male,34,28107
2001,Male,34,28742
2002,Male,34,29171
2003,Male,34,30469
2004,Male,34,32173
2005,Male,34,33433
2006,Male,34,34545
2007,Male,34,36511
2008,Male,34,36926
2009,Male,34,37419
2010,Male,34,37054
2011,Male,34,37339
2012,Male,34,37116
2013,Male,34,37869
2014,Male,34,39294
2015,Male,34,39048
2016,Male,34,37282
2017,Male,34,35967
2018,Male,34,34736
1926,Female,34,16422
1936,Female,34,17572
1946,Female,34,19570
1951,Female,34,19636
1961,Female,34,16313
1966,Female,34,14238
1971,Female,34,15058
1979,Female,34,19721
1981,Female,34,21512
1986,Female,34,22695
1991,Female,34,24768
1996,Female,34,26233
1997,Female,34,27500
1998,Female,34,27824
1999,Female,34,29194
2000,Female,34,29076
2001,Female,34,28377
2002,Female,34,29414
2003,Female,34,29504
2004,Female,34,31881
2005,Female,34,32858
2006,Female,34,33705
2007,Female,34,35291
2008,Female,34,36026
2009,Female,34,36276
2010,Female,34,36505
2011,Female,34,37257
2012,Female,34,38034
2013,Female,34,39331
2014,Female,34,40497
2015,Female,34,41283
2016,Female,34,40232
2017,Female,34,39803
2018,Female,34,37886
1926,Male,35,20502
1936,Male,35,21693
1946,Male,35,21472
1951,Male,35,19614
1961,Male,35,15428
1966,Male,35,15401
1971,Male,35,15508
1979,Male,35,19576
1981,Male,35,22231
1986,Male,35,23638
1991,Male,35,23806
1996,Male,35,26017
1997,Male,35,25907
1998,Male,35,26771
1999,Male,35,27891
2000,Male,35,27965
2001,Male,35,28952
